time,DG-FOM,DG-POD ell=10,DG-POD ell=20,DG-POD ell=50,DG-POD ell=100,DG-POD ell=200
1.750000000000e-02,1.578562884007e-02,1.651173389642e-02,1.665585242293e-02,1.707594140588e-02,1.651806398670e-02,1.627161045927e-02
1.812500000000e-02,1.687204459426e-02,1.620295396547e-02,1.640912785850e-02,1.657114024035e-02,1.640924086756e-02,1.736672838660e-02
1.875000000000e-02,1.611038885923e-02,1.585352858951e-02,1.608121548674e-02,1.605827572607e-02,1.596600092564e-02,1.524801989324e-02
1.937500000000e-02,1.503555283743e-02,1.544267007041e-02,1.544463333713e-02,1.544436580443e-02,1.558326388128e-02,1.592066463990e-02
2.000000000000e-02,1.573084405540e-02,1.493368626091e-02,1.438048344158e-02,1.467138209629e-02,1.542995757310e-02,1.517463581963e-02
2.062500000000e-02,1.385684744726e-02,1.428016197260e-02,1.299407287469e-02,1.381109071101e-02,1.465825068867e-02,1.381867984077e-02
2.125000000000e-02,1.347462357537e-02,1.343488390758e-02,1.159764005510e-02,1.290830238706e-02,1.332352463607e-02,1.408988086933e-02
2.187500000000e-02,1.299005098194e-02,1.235957230820e-02,1.055171167075e-02,1.190108162600e-02,1.233248130608e-02,1.186065170225e-02
2.250000000000e-02,1.084244015529e-02,1.103331028915e-02,1.004182646014e-02,1.077176405621e-02,1.144719705329e-02,1.177291327595e-02
2.312500000000e-02,1.078197074556e-02,9.457877225942e-03,9.915520681757e-03,9.659115820509e-03,9.985143457993e-03,1.061945414044e-02
2.375000000000e-02,8.682509307258e-03,7.658914628624e-03,9.685115263008e-03,8.669450078977e-03,8.369406053996e-03,8.249346993905e-03
2.437500000000e-02,6.781143599150e-03,5.682805501699e-03,8.720613324485e-03,7.562821552626e-03,6.987066755104e-03,7.183466722439e-03
2.500000000000e-02,5.299636438669e-03,3.590102947344e-03,6.554352853083e-03,5.756148179423e-03,5.158285636002e-03,4.640236441978e-03
2.562500000000e-02,1.391502653089e-03,1.447075257032e-03,3.149744142130e-03,2.795461850247e-03,2.294347624669e-03,2.255458610810e-03
2.625000000000e-02,-9.787172336519e-04,-6.827256431585e-04,-1.009568436583e-03,-1.107613227383e-03,-1.327708720711e-03,-1.079744442847e-03
2.687500000000e-02,-4.707634721907e-03,-2.745089621640e-03,-5.073591423692e-03,-5.061748126885e-03,-4.942825245119e-03,-5.089038152144e-03
2.750000000000e-02,-7.904641175703e-03,-4.698731474317e-03,-8.167529233007e-03,-8.096486018914e-03,-7.666124477905e-03,-7.509692783878e-03
2.812500000000e-02,-8.856089858668e-03,-6.515421551969e-03,-9.767798731365e-03,-9.782837608542e-03,-9.116049078929e-03,-9.210344903790e-03
2.875000000000e-02,-1.017281135626e-02,-8.177149613682e-03,-9.933920099938e-03,-1.026028467902e-02,-9.623455029461e-03,-9.800163672024e-03
2.937500000000e-02,-8.621354860809e-03,-9.671549527695e-03,-9.280626395990e-03,-9.841426956093e-03,-9.342348024242e-03,-8.841971728943e-03
3.000000000000e-02,-8.073118470531e-03,-1.098721649981e-02,-8.696958417004e-03,-8.923716656623e-03,-8.404485481579e-03,-8.305242002922e-03
3.062500000000e-02,-8.721054547535e-03,-1.211051611751e-02,-8.941163149973e-03,-8.339790411937e-03,-8.146419403747e-03,-8.397567868008e-03
3.125000000000e-02,-1.018311507624e-02,-1.302502622475e-02,-1.030104806095e-02,-9.272651518816e-03,-1.006596644945e-02,-1.047482093202e-02
3.187500000000e-02,-1.438967263565e-02,-1.371398557884e-02,-1.247822394928e-02,-1.216431070217e-02,-1.354303581342e-02,-1.413725983432e-02
3.250000000000e-02,-1.628838233795e-02,-1.416524228016e-02,-1.474649691392e-02,-1.568651080882e-02,-1.642694272652e-02,-1.636463765104e-02
3.312500000000e-02,-1.711570057866e-02,-1.437742499402e-02,-1.630312553449e-02,-1.747656923799e-02,-1.723589859372e-02,-1.735592872049e-02
3.375000000000e-02,-1.550441688351e-02,-1.436560056810e-02,-1.664171383029e-02,-1.641877791586e-02,-1.579514212256e-02,-1.514634764806e-02
3.437500000000e-02,-1.270726068563e-02,-1.416465764601e-02,-1.577071304763e-02,-1.391481840845e-02,-1.325934705049e-02,-1.285436153104e-02
3.500000000000e-02,-1.248571096352e-02,-1.382908598932e-02,-1.418228753867e-02,-1.234356571260e-02,-1.176568427354e-02,-1.228427419029e-02
3.562500000000e-02,-1.212580588077e-02,-1.342861220438e-02,-1.260042974126e-02,-1.241479408535e-02,-1.223287787418e-02,-1.216209029802e-02
3.625000000000e-02,-1.310688307325e-02,-1.304012062673e-02,-1.164192361355e-02,-1.277155649415e-02,-1.310140410575e-02,-1.328750815261e-02
3.687500000000e-02,-1.254890523128e-02,-1.273720244319e-02,-1.155793202513e-02,-1.231226095010e-02,-1.287143295959e-02,-1.234995190844e-02
3.750000000000e-02,-1.185023535564e-02,-1.257931422109e-02,-1.217367796930e-02,-1.192117077264e-02,-1.242698106977e-02,-1.223243211495e-02
3.812500000000e-02,-1.348626280908e-02,-1.260272844593e-02,-1.303805622654e-02,-1.303877539393e-02,-1.332346332194e-02,-1.333400502197e-02
3.875000000000e-02,-1.488820943932e-02,-1.281516442344e-02,-1.368998908969e-02,-1.508529519200e-02,-1.515277468285e-02,-1.490083881487e-02
3.937500000000e-02,-1.623078761483e-02,-1.319525567265e-02,-1.389706202694e-02,-1.570064343157e-02,-1.578455054672e-02,-1.619159928421e-02
4.000000000000e-02,-1.387955604599e-02,-1.369700163207e-02,-1.374758074189e-02,-1.390878521541e-02,-1.397273590920e-02,-1.363574551429e-02
4.062500000000e-02,-1.158386727505e-02,-1.425829579796e-02,-1.356208078666e-02,-1.186034300501e-02,-1.154962360885e-02,-1.181859676972e-02
