time,DG-FOM,DG-POD ell=10,DG-POD ell=20,DG-POD ell=50,DG-POD ell=100,DG-POD ell=200
3.556250000000e-01,-1.639741726340e-02,-1.964547298937e-02,-1.793846150088e-02,-1.617991166801e-02,-1.761008033981e-02,-1.751146048187e-02
3.562500000000e-01,-1.481672969869e-02,-1.901129713768e-02,-1.657450653385e-02,-1.452529067622e-02,-1.494976769114e-02,-1.458142847347e-02
3.568750000000e-01,-1.542555647865e-02,-1.815559267053e-02,-1.599254125733e-02,-1.546063460056e-02,-1.501756365052e-02,-1.561126944591e-02
3.575000000000e-01,-1.679128776520e-02,-1.708059119799e-02,-1.613450448262e-02,-1.748262934812e-02,-1.703907481427e-02,-1.700004494740e-02
3.581250000000e-01,-1.720252835168e-02,-1.579582151166e-02,-1.653212363164e-02,-1.823348160915e-02,-1.805095140227e-02,-1.631768660124e-02
3.587500000000e-01,-1.802663534910e-02,-1.432356022580e-02,-1.653958552524e-02,-1.715565568173e-02,-1.718754984855e-02,-1.765015958848e-02
3.593750000000e-01,-1.602383733078e-02,-1.270257827415e-02,-1.563809025443e-02,-1.554032351425e-02,-1.568861327360e-02,-1.650348059392e-02
3.600000000000e-01,-1.258505806863e-02,-1.098878979142e-02,-1.366548764010e-02,-1.407133343307e-02,-1.361884759212e-02,-1.340724409277e-02
3.606250000000e-01,-1.081316689090e-02,-9.252081480086e-03,-1.087008453196e-02,-1.161819682167e-02,-1.046924538215e-02,-1.072120856026e-02
3.612500000000e-01,-7.158500614157e-03,-7.569487775790e-03,-7.779817571795e-03,-7.218937464494e-03,-7.212448303761e-03,-6.577475563409e-03
3.618750000000e-01,-3.663966480615e-03,-6.015770574091e-03,-4.967100335185e-03,-2.356961429517e-03,-4.491480990893e-03,-4.087235343485e-03
3.625000000000e-01,-1.976212471039e-03,-4.653146811911e-03,-2.831000122700e-03,1.182517123496e-04,-1.908818944859e-03,-1.806747391035e-03
3.631250000000e-01,-7.935560807185e-04,-3.522213585994e-03,-1.494648772235e-03,-6.355810904921e-04,-5.928238843312e-04,-1.119410490588e-03
3.637500000000e-01,-2.682692039743e-03,-2.635966539486e-03,-8.446826101307e-04,-2.358563702290e-03,-1.586929572871e-03,-1.740591164358e-03
3.643750000000e-01,-2.324501721655e-03,-1.978218366270e-03,-6.625839392998e-04,-2.532292084834e-03,-2.384069837440e-03,-2.316815580020e-03
3.650000000000e-01,-1.282984743749e-03,-1.506828534713e-03,-7.569206749362e-04,-1.409722247381e-03,-1.088152202917e-03,-2.739061455923e-03
3.656250000000e-01,-1.776248288162e-03,-1.161154008571e-03,-1.020127422419e-03,-1.194571407525e-03,-7.672839101392e-04,-4.435769262956e-04
3.662500000000e-01,-2.213929066646e-03,-8.722513862654e-04,-1.391078374773e-03,-2.637637564679e-03,-3.258994839381e-03,-2.133756449424e-03
3.668750000000e-01,-3.462454782421e-03,-5.738039021452e-04,-1.768966473252e-03,-3.808758510161e-03,-4.397890223532e-03,-4.356790057846e-03
3.675000000000e-01,-1.402631452669e-03,-2.116383037963e-04,-1.956142430825e-03,-2.682974695453e-03,-1.530499504898e-03,-9.436088212193e-04
3.681250000000e-01,1.479913624400e-03,2.499409639076e-04,-1.688541092285e-03,9.516756235660e-05,1.539382052320e-03,1.639523131136e-03
3.687500000000e-01,1.830057279949e-03,8.260262492824e-04,-7.536182761348e-04,2.047786655614e-03,1.830108507942e-03,1.527902369546e-03
3.693750000000e-01,1.916366422726e-04,1.513260099189e-03,8.672655085909e-04,2.095799400867e-03,1.431570729357e-03,5.425782339509e-04
3.700000000000e-01,2.155954131560e-03,2.295394856648e-03,2.923354907164e-03,1.828559361874e-03,2.020518743521e-03,1.123804071220e-03
3.706250000000e-01,3.579572222881e-03,3.150672027632e-03,4.950880349445e-03,3.240507674866e-03,2.980053965333e-03,3.757344195082e-03
3.712500000000e-01,4.991424658651e-03,4.059110771536e-03,6.456676673392e-03,6.042327815071e-03,4.908580482812e-03,6.069484302840e-03
3.718750000000e-01,8.088378476781e-03,5.007926852997e-03,7.149022497315e-03,7.995049024534e-03,7.894691582619e-03,7.810739745249e-03
3.725000000000e-01,8.370315508236e-03,5.993849997296e-03,7.097847889172e-03,7.658362242938e-03,8.754044364114e-03,8.842187559771e-03
3.731250000000e-01,6.520828264763e-03,7.021929915902e-03,6.731036152013e-03,6.045996977962e-03,6.141880241054e-03,6.057929351602e-03
3.737500000000e-01,4.614425557562e-03,8.101317151708e-03,6.651967689054e-03,5.386978118282e-03,4.348890077321e-03,3.624869712940e-03
3.743750000000e-01,5.847367073790e-03,9.239257784115e-03,7.356690621061e-03,6.793277369836e-03,6.890581337134e-03,6.624975686262e-03
3.750000000000e-01,1.093938803280e-02,1.043497190880e-02,8.987570852200e-03,9.537220259793e-03,1.107653442789e-02,1.061828895303e-02
3.756250000000e-01,1.316222635513e-02,1.167509569188e-02,1.125036530661e-02,1.228114050636e-02,1.310182223468e-02,1.337101387605e-02
3.762500000000e-01,1.394612471045e-02,1.293195975491e-02,1.354468550371e-02,1.438587964624e-02,1.376657014258e-02,1.436188903853e-02
3.768750000000e-01,1.580730091326e-02,1.416525781225e-02,1.525085539689e-02,1.589014966538e-02,1.544116920976e-02,1.586866810386e-02
3.775000000000e-01,1.686437336631e-02,1.532680875896e-02,1.603379177102e-02,1.673813235214e-02,1.734299415553e-02,1.720661265702e-02
3.781250000000e-01,1.788062371915e-02,1.636734327457e-02,1.601059779989e-02,1.662432383942e-02,1.736974488112e-02,1.648150477195e-02
3.787500000000e-01,1.595927857497e-02,1.724374216929e-02,1.569275987912e-02,1.568323935001e-02,1.597245028833e-02,1.630099256546e-02
3.793750000000e-01,1.527016193783e-02,1.792504102166e-02,1.572561236227e-02,1.492467134056e-02,1.516851069526e-02,1.574244564432e-02
3.800000000000e-01,1.541034048473e-02,1.839582050042e-02,1.655109333579e-02,1.555490402501e-02,1.552633391567e-02,1.556202389633e-02
3.806250000000e-01,1.621423931493e-02,1.865624785038e-02,1.816176558689e-02,1.777423104716e-02,1.663201400262e-02,1.601535988586e-02
3.812500000000e-01,1.937097789507e-02,1.871886227745e-02,2.007203767266e-02,2.042937289302e-02,1.873144571439e-02,1.890505214720e-02
3.818750000000e-01,2.131854767407e-02,1.860300073163e-02,2.152641408008e-02,2.198797886003e-02,2.147164423785e-02,2.175030835175e-02
3.825000000000e-01,2.209101136714e-02,1.832834167196e-02,2.184717752600e-02,2.177969247127e-02,2.282629570947e-02,2.212886273081e-02
3.831250000000e-01,2.229966031909e-02,1.790925785334e-02,2.075407611065e-02,2.020761069950e-02,2.141686038397e-02,2.219471880925e-02
3.837500000000e-01,1.849774249035e-02,1.735145992130e-02,1.850146965265e-02,1.796592029450e-02,1.824704125613e-02,1.828098222992e-02
3.843750000000e-01,1.453389599655e-02,1.665182926234e-02,1.576744638342e-02,1.544983963046e-02,1.507298144896e-02,1.459898188085e-02
3.850000000000e-01,1.235019769326e-02,1.580152211398e-02,1.334990467141e-02,1.301000430730e-02,1.291350872711e-02,1.279465177782e-02
3.856250000000e-01,1.205367990855e-02,1.479157685714e-02,1.181644624100e-02,1.132199139299e-02,1.212791245250e-02,1.196084607593e-02
3.862500000000e-01,1.226952337017e-02,1.361958241347e-02,1.127327474243e-02,1.096251666731e-02,1.210299393472e-02,1.231318087397e-02
3.868750000000e-01,1.192443974247e-02,1.229563673644e-02,1.135583984558e-02,1.160123723838e-02,1.166840117756e-02,1.138722987663e-02
3.875000000000e-01,1.102378453383e-02,1.084592735889e-02,1.143391163205e-02,1.204013209992e-02,1.074523358573e-02,1.165167130241e-02
3.881250000000e-01,1.034094526094e-02,9.312783744644e-03,1.092207235100e-02,1.129657849894e-02,9.920648807905e-03,1.016987312497e-02
3.887500000000e-01,9.334722263551e-03,7.750865930486e-03,9.543086348677e-03,9.449345985641e-03,8.834208077633e-03,8.494616230924e-03
3.893750000000e-01,6.303821533110e-03,6.220074511261e-03,7.424932130365e-03,7.251072098555e-03,7.196554701201e-03,7.276867304160e-03
3.900000000000e-01,5.191910847613e-03,4.776574323869e-03,5.001678317546e-03,5.195721886006e-03,5.617548798097e-03,4.859072835955e-03
3.906250000000e-01,2.808474045219e-03,3.463823481541e-03,2.785821059254e-03,3.331936035080e-03,3.745884808822e-03,3.096475999790e-03
3.912500000000e-01,1.855361322597e-03,2.305567091575e-03,1.135661104551e-03,1.790592797759e-03,1.007803947466e-03,1.119841063175e-03
3.918750000000e-01,9.471346355854e-04,1.302368626854e-03,1.303533311365e-04,8.810745743252e-04,-5.031517233695e-04,1.450714448983e-03
3.925000000000e-01,6.273832131311e-04,4.324962893794e-04,-4.019379117477e-04,4.857858421849e-04,9.426516060967e-04,1.058855654897e-03
3.931250000000e-01,1.589117833445e-03,-3.429707108900e-04,-7.414594081233e-04,-1.166303239070e-04,2.102006515245e-03,6.236733113275e-04
3.937500000000e-01,-1.033414654768e-03,-1.071880477554e-03,-1.113784574245e-03,-1.382879453005e-03,-4.585867681090e-04,-8.857890665517e-05
3.943750000000e-01,-3.615822430138e-03,-1.801347080654e-03,-1.599011615264e-03,-2.769962117402e-03,-3.940532794368e-03,-3.755761993844e-03
3.950000000000e-01,-4.102916196706e-03,-2.568738335490e-03,-2.153307296770e-03,-3.420151086187e-03,-4.329032822807e-03,-4.376081592708e-03
3.956250000000e-01,-3.785247129887e-03,-3.395189541436e-03,-2.711553866766e-03,-3.445993450238e-03,-3.322101962038e-03,-3.300426704733e-03
3.962500000000e-01,-2.875629970292e-03,-4.282924896086e-03,-3.291887558828e-03,-3.851587361442e-03,-4.048141188717e-03,-3.776704514200e-03
3.968750000000e-01,-5.070056153730e-03,-5.216790535673e-03,-4.025394041493e-03,-5.033196551261e-03,-5.370380568661e-03,-5.620790978133e-03
3.975000000000e-01,-6.834727354708e-03,-6.169448467638e-03,-5.084489745363e-03,-6.104102631602e-03,-5.576040988351e-03,-5.834661429460e-03
3.981250000000e-01,-6.229745051989e-03,-7.108871208842e-03,-6.551075906516e-03,-6.272336353952e-03,-6.028664570963e-03,-5.501817193557e-03
3.987500000000e-01,-7.544570841295e-03,-8.006298813568e-03,-8.309681755725e-03,-6.324829096163e-03,-7.624424813061e-03,-8.147100147050e-03
3.993750000000e-01,-8.690009492165e-03,-8.842779500214e-03,-1.004395088287e-02,-7.764758855473e-03,-8.915825251730e-03,-9.329949737168e-03
4.000000000000e-01,-9.470127099199e-03,-9.612814307476e-03,-1.135866499645e-02,-1.052190219177e-02,-9.552368475862e-03,-9.118657444407e-03
4.006250000000e-01,-1.152310416266e-02,-1.032436329014e-02,-1.197472299153e-02,-1.259544612400e-02,-1.090505500349e-02,-1.138754768190e-02
4.012500000000e-01,-1.333347557564e-02,-1.099536511185e-02,-1.189405935219e-02,-1.252352818868e-02,-1.269593662347e-02,-1.349185630347e-02
4.018750000000e-01,-1.213563893650e-02,-1.164775790697e-02,-1.143654344617e-02,-1.139938463040e-02,-1.301883952901e-02,-1.158054018788e-02
4.025000000000e-01,-1.092216357146e-02,-1.230056815465e-02,-1.111261168659e-02,-1.146142241435e-02,-1.193133754768e-02,-1.098216283553e-02
4.031250000000e-01,-1.152036684607e-02,-1.296382142879e-02,-1.138292402504e-02,-1.305494515086e-02,-1.168683110110e-02,-1.235067773898e-02
4.037500000000e-01,-1.343429000104e-02,-1.363478555136e-02,-1.242263922212e-02,-1.424552903536e-02,-1.289556247643e-02,-1.263241613891e-02
4.043750000000e-01,-1.315325179597e-02,-1.429744851663e-02,-1.401498880228e-02,-1.371963959656e-02,-1.354157512879e-02,-1.343032170991e-02
4.050000000000e-01,-1.349200481504e-02,-1.492531381912e-02,-1.563910064419e-02,-1.284389717642e-02,-1.308939943747e-02,-1.348250479934e-02
4.056250000000e-01,-1.532407866694e-02,-1.548676762033e-02,-1.671878003444e-02,-1.380521249342e-02,-1.406808871316e-02,-1.530603543594e-02
4.062500000000e-01,-1.712476220260e-02,-1.595163891880e-02,-1.691263517713e-02,-1.635021818596e-02,-1.706953296771e-02,-1.715011256550e-02
4.068750000000e-01,-1.737800149890e-02,-1.629728979650e-02,-1.629792064841e-02,-1.782555770784e-02,-1.834109140832e-02,-1.761849225082e-02
4.075000000000e-01,-1.586432253208e-02,-1.651270572015e-02,-1.534819548926e-02,-1.670067819084e-02,-1.596525413767e-02,-1.597192746076e-02
4.081250000000e-01,-1.420392023593e-02,-1.659957096054e-02,-1.470655818679e-02,-1.479605060543e-02,-1.372536374220e-02,-1.312945351661e-02
4.087500000000e-01,-1.455196337533e-02,-1.657008277823e-02,-1.486102410014e-02,-1.506353198922e-02,-1.499084813616e-02,-1.548014480543e-02
4.093750000000e-01,-1.762570856841e-02,-1.644208915752e-02,-1.588251445026e-02,-1.778579873761e-02,-1.789710266726e-02,-1.783591132327e-02
4.100000000000e-01,-1.972215292986e-02,-1.623282204795e-02,-1.735974655618e-02,-2.017350334488e-02,-1.954455564678e-02,-1.930445265411e-02
4.106250000000e-01,-1.984375135283e-02,-1.595286975285e-02,-1.857041657133e-02,-1.975460984079e-02,-1.949046843793e-02,-1.983327842726e-02
4.112500000000e-01,-1.749631299368e-02,-1.560199378477e-02,-1.881124561875e-02,-1.707064292515e-02,-1.776338357137e-02,-1.774371351855e-02
4.118750000000e-01,-1.553758371884e-02,-1.516795311947e-02,-1.772940724851e-02,-1.448136424640e-02,-1.485906415304e-02,-1.559578739916e-02
4.125000000000e-01,-1.288718051128e-02,-1.462875771671e-02,-1.549521481697e-02,-1.313705036954e-02,-1.300924427079e-02,-1.220567586174e-02
4.131250000000e-01,-1.199168615300e-02,-1.395791311932e-02,-1.273245393671e-02,-1.216061609630e-02,-1.279457497941e-02,-1.191505178636e-02
4.137500000000e-01,-1.126516264284e-02,-1.313144951613e-02,-1.024023592022e-02,-1.060659572688e-02,-1.151575588930e-02,-1.208380485185e-02
4.143750000000e-01,-8.669545290750e-03,-1.213504234821e-02,-8.640112288771e-03,-9.071717999822e-03,-8.529443596273e-03,-8.811774235679e-03
4.150000000000e-01,-7.983837402834e-03,-1.096945121543e-02,-8.115189487108e-03,-8.783642534072e-03,-7.214203316400e-03,-7.101981002649e-03
4.156250000000e-01,-9.411941720455e-03,-9.652856099687e-03,-8.359062840218e-03,-9.691428110172e-03,-8.920199479155e-03,-9.322347236918e-03
4.162500000000e-01,-1.027034154372e-02,-8.219376772123e-03,-8.747774259015e-03,-1.027161335092e-02,-1.055065454221e-02,-1.114837036800e-02
4.168750000000e-01,-9.287236278810e-03,-6.713957982103e-03,-8.641127075737e-03,-9.226443035328e-03,-9.707160268729e-03,-8.986309692120e-03
4.175000000000e-01,-6.606440950557e-03,-5.184677076076e-03,-7.663522908363e-03,-6.806219957990e-03,-7.233822190974e-03,-6.925462642983e-03
4.181250000000e-01,-4.959443402929e-03,-3.674172290361e-03,-5.834663922347e-03,-4.251523802790e-03,-4.499670652328e-03,-4.843284065207e-03
4.187500000000e-01,-2.708407965437e-03,-2.212142402027e-03,-3.503146843766e-03,-2.339281352653e-03,-2.119244425853e-03,-2.236891017481e-03
4.193750000000e-01,1.435398958015e-04,-8.106659597327e-04,-1.136280964640e-03,-8.487591970287e-04,-6.351082736062e-04,-3.783078257229e-04
4.200000000000e-01,-1.210706717913e-04,5.365274820189e-04,9.143443917152e-04,7.308617801708e-04,1.050895262924e-04,4.225666257133e-04
4.206250000000e-01,7.528010085804e-04,1.850591112686e-03,2.551583428783e-03,2.441640708292e-03,1.245890831286e-03,1.414538367330e-03
4.212500000000e-01,4.242097365692e-03,3.160614295193e-03,3.917099470141e-03,3.962966705978e-03,3.429407505697e-03,3.419319457981e-03
4.218750000000e-01,5.928949936842e-03,4.494713736708e-03,5.249733722897e-03,5.201595686126e-03,5.907918663848e-03,4.948759947617e-03
4.225000000000e-01,6.872021885759e-03,5.871142027806e-03,6.711237370178e-03,6.461045408880e-03,7.584838747619e-03,8.347148431018e-03
4.231250000000e-01,9.155894027969e-03,7.291404916930e-03,8.282176801434e-03,7.993813576751e-03,8.486966657980e-03,8.934680411240e-03
4.237500000000e-01,9.607582289170e-03,8.736937480203e-03,9.782763285972e-03,9.584590301486e-03,9.540084555760e-03,8.538271896074e-03
4.243750000000e-01,1.080096062480e-02,1.017009761850e-02,1.099729613701e-02,1.074593256430e-02,1.068587975713e-02,1.149217667472e-02
